id,region,gu,name,address,x,y,category,phone,url,keywords,found_in_gus
1623222,광주,동구,파더스베이글 본점,광주 동구 서석로 87,126.92091673459431,35.14963731024973,카페,062-225-2289,http://place.map.kakao.com/1623222,디저트 카페;디저트카페,동구
935938886,광주,동구,휘핑디에그,광주 동구 제봉로 140,126.92109814189949,35.15043152740898,카페,010-9855-0802,http://place.map.kakao.com/935938886,디저트 카페;디저트카페,동구
27388716,광주,동구,솔티드머랭,광주 동구 백서로 229,126.926618082512,35.1482131412921,카페,070-8840-0113,http://place.map.kakao.com/27388716,디저트 카페;디저트카페,동구
908861159,광주,동구,아우스밀,광주 동구 동명로25번길 4-1,126.92324369593565,35.15154608601661,카페,,http://place.map.kakao.com/908861159,디저트 카페;디저트카페,동구
1286455205,광주,동구,달정원,광주 동구 중앙로 210,126.917247322348,35.151405132281,카페,062-222-4309,http://place.map.kakao.com/1286455205,디저트 카페;디저트카페,동구
22790653,광주,동구,설빙 광주충장로점,광주 동구 중앙로160번길 31-11,126.91641676559031,35.146898658849786,카페,062-233-5957,http://place.map.kakao.com/22790653,디저트 카페;디저트카페,동구
27030463,광주,동구,시스살롱,광주 동구 백서로 219,126.926276404777,35.1474197360305,카페,070-8800-2411,http://place.map.kakao.com/27030463,디저트 카페;디저트카페,동구
981859736,광주,동구,네이비소셜클럽,광주 동구 동계로10번길 6,126.924883592801,35.1524214334648,카페,,http://place.map.kakao.com/981859736,디저트 카페;디저트카페,동구
1207788794,광주,동구,그랩앤고,광주 동구 장동로 23-12,126.924866372412,35.1484707584343,카페,010-6489-0057,http://place.map.kakao.com/1207788794,디저트 카페;디저트카페,동구
26644283,광주,동구,설빙 광주조선대점,광주 동구 필문대로287번길 23-4,126.929636519039,35.145027717736,카페,062-227-5276,http://place.map.kakao.com/26644283,디저트 카페;디저트카페,동구
700164070,광주,동구,치너스,광주 동구 장동로 23-6,126.92471399994491,35.148287687509914,카페,010-5798-5202,http://place.map.kakao.com/700164070,디저트 카페;디저트카페,동구
2007794744,광주,동구,올데이피크닉,광주 동구 제봉로110번길 20,126.923979081777,35.1490912427728,카페,010-4642-9040,http://place.map.kakao.com/2007794744,디저트 카페;디저트카페,동구
764523444,광주,동구,딜라이트베이크샵,광주 동구 필문대로 261,126.92849279959553,35.14783208497536,카페,010-7161-5730,http://place.map.kakao.com/764523444,디저트 카페;디저트카페,동구
1093803643,광주,동구,쿠키즈,광주 동구 장동로 42,126.92608435434403,35.14742502715621,카페,0503-7150-7099,http://place.map.kakao.com/1093803643,디저트 카페;디저트카페,동구
1276592645,광주,동구,에브르인테라스,광주 동구 제봉로110번길 1,126.922171142524,35.1484411150212,카페,,http://place.map.kakao.com/1276592645,디저트 카페;디저트카페,동구
1728289602,광주,동구,오버롤,광주 동구 동계천로 135-6,126.924557980044,35.1496792919276,카페,,http://place.map.kakao.com/1728289602,디저트 카페;디저트카페,동구
554609581,광주,동구,요거트아이스크림의정석 광주동구점,광주 동구 충장로 101-5,126.91820065598951,35.147374893584036,카페,0507-1339-9495,http://place.map.kakao.com/554609581,디저트 카페;디저트카페,동구
241374170,광주,동구,디저트39 광주충장점,광주 동구 충장로안길 38,126.91701138120811,35.14706942482178,카페,062-233-3339,http://place.map.kakao.com/241374170,디저트 카페;디저트카페,동구
1949715088,광주,동구,동명당,광주 동구 장동로 23-41,126.924749889367,35.1486410433532,카페,,http://place.map.kakao.com/1949715088,디저트 카페;디저트카페,동구
1214779931,광주,동구,카페도심,광주 동구 필문대로273번길 29,126.93064547954656,35.14576020502032,카페,070-4205-1122,http://place.map.kakao.com/1214779931,디저트 카페;디저트카페;케이크 카페,동구
1225201149,광주,동구,아멜리아,광주 동구 경양로 234,126.91468175712258,35.15638426942651,카페,062-714-1312,http://place.map.kakao.com/1225201149,디저트 카페;디저트카페,동구
85448485,광주,동구,엠버스 베이크샵,광주 동구 장동로 19-2,126.924285873792,35.148432539891,카페,062-412-4805,http://place.map.kakao.com/85448485,디저트 카페;디저트카페,동구
1775547980,광주,동구,카카오브릭,광주 동구 서석로7번길 12-14,126.91486463856,35.1462368804926,카페,010-2458-9552,http://place.map.kakao.com/1775547980,디저트 카페;디저트카페,동구
375365050,광주,동구,인세인쿠키,광주 동구 백서로 212,126.92609383193648,35.14665256633048,카페,070-8691-4896,http://place.map.kakao.com/375365050,디저트 카페;디저트카페,동구
1604437292,광주,동구,로맨틱뮤지엄,광주 동구 동계천로 110,126.922308200487,35.1508757788148,카페,,http://place.map.kakao.com/1604437292,디저트 카페;디저트카페,동구
145693893,광주,동구,아프레시,광주 동구 동명로26번길 17,126.92588892556901,35.15115654225162,카페,,http://place.map.kakao.com/145693893,디저트 카페;디저트카페,동구
756643092,광주,동구,커피메이트,광주 동구 동계로 6,126.92436355791,35.1522417392117,카페,,http://place.map.kakao.com/756643092,디저트 카페;디저트카페,동구
2062957291,광주,동구,카페코브,광주 동구 경양로 275,126.919921343272,35.1552575403863,카페,010-3068-8802,http://place.map.kakao.com/2062957291,디저트 카페;디저트카페,동구
642657908,광주,동구,디저트39 광주용산점,광주 동구 용산3길 17,126.92464356602338,35.11873194031538,카페,062-233-1139,http://place.map.kakao.com/642657908,디저트 카페;디저트카페,동구
877071345,광주,동구,해브어굿데이,광주 동구 산수길 11-10,126.92722135106,35.1547231318623,카페,010-3951-3117,http://place.map.kakao.com/877071345,디저트 카페;디저트카페,동구
2120525804,광주,동구,오리엔스,광주 동구 동계천로 151-5,126.92573046153,35.1492149140035,카페,,http://place.map.kakao.com/2120525804,디저트 카페;디저트카페;베이커리 카페,동구
761426304,광주,동구,카페플랜비,광주 동구 동계천로 126-7,126.92340137226,35.1495857261141,카페,062-524-0212,http://place.map.kakao.com/761426304,디저트 카페;디저트카페;케이크 카페,동구
129481753,광주,동구,사실빙 광주계림점,광주 동구 무등로 406-1,126.926613578649,35.1593404316485,카페,062-710-3525,http://place.map.kakao.com/129481753,디저트 카페;디저트카페,동구
1594417902,광주,동구,프로젝트 위크,광주 동구 충장로 102-6,126.917698396932,35.1470257267342,카페,0507-1479-7852,http://place.map.kakao.com/1594417902,디저트 카페;디저트카페,동구
1578116926,광주,동구,스콘스,광주 동구 동명로 41-2,126.92532871962415,35.15170873243925,카페,0507-1388-3161,http://place.map.kakao.com/1578116926,디저트 카페;디저트카페,동구
1299484609,광주,동구,래터레인,광주 동구 동계천로 165-1,126.927255874941,35.1492275570281,카페,0503-7151-1660,http://place.map.kakao.com/1299484609,디저트 카페;디저트카페,동구
609437087,광주,동구,요거팡 동구조대점,광주 동구 지산로 42,126.93231753778663,35.14750979163498,카페,062-710-1026,http://place.map.kakao.com/609437087,디저트 카페;디저트카페,동구
1298868487,광주,동구,허니비,광주 동구 서남로 30,126.92486579272,35.1443253969701,카페,,http://place.map.kakao.com/1298868487,디저트 카페;디저트카페,동구
325608714,광주,동구,피치핏치,광주 동구 서석로 91,126.921289661233,35.1498457673917,카페,010-5392-5794,http://place.map.kakao.com/325608714,디저트 카페;디저트카페,동구
81793434,광주,동구,쿠자쿠,광주 동구 무등로306번길 8,126.91599550831,35.1617077150004,카페,0503-7153-8509,http://place.map.kakao.com/81793434,디저트 카페;디저트카페,동구
930151189,광주,동구,청애몽,광주 동구 동계로 15,126.924304628282,35.1530664472842,카페,,http://place.map.kakao.com/930151189,디저트 카페;디저트카페,동구
859453104,광주,동구,요거트아이스크림의정석 광주계림점,광주 동구 무등로375번길 22,126.924279459317,35.1624631064654,카페,062-714-3087,http://place.map.kakao.com/859453104,디저트 카페;디저트카페,동구
142507928,광주,동구,화채업자,광주 동구 장동로 15-1,126.92377319446,35.1486314193013,카페,,http://place.map.kakao.com/142507928,디저트 카페;디저트카페,동구
1296688953,광주,동구,로우 딥 빙 스틸,광주 동구 백서로153번길 6-1,126.9219485169,35.1436862902996,카페,070-8611-9807,http://place.map.kakao.com/1296688953,디저트 카페;디저트카페,동구
2112793244,광주,동구,79파운야드 광주동명점,광주 동구 제봉로110번길 4,126.922445642081,35.1482880596791,카페,062-400-7998,http://place.map.kakao.com/2112793244,디저트 카페;디저트카페,동구
1056396913,광주,동구,빈드럭스,광주 동구 지호로124번길 32,126.94385718695231,35.14687572114361,카페,070-4400-2400,http://place.map.kakao.com/1056396913,베이커리 카페,동구
1707855609,광주,동구,레파스 학동점,광주 동구 남문로 669,126.929070807456,35.130498322223,카페,062-222-0425,http://place.map.kakao.com/1707855609,베이커리 카페,동구
975849422,광주,동구,털보의커피 놀이터,광주 동구 필문대로 242-7,126.9286888210657,35.14956551786823,카페,062-233-2228,http://place.map.kakao.com/975849422,베이커리 카페,동구
1920843268,광주,동구,울림,광주 동구 의재로33번길 19,126.931686536657,35.1343675757172,카페,,http://place.map.kakao.com/1920843268,베이커리 카페,동구
114735521,광주,동구,인포레,광주 동구 선교로 45,126.95190888446783,35.090705173960664,카페,0507-1338-9692,http://place.map.kakao.com/114735521,베이커리 카페,동구
1553303810,광주,동구,포르피노 열번째이야기,광주 동구 남문로 663,126.929323664961,35.1299116820734,카페,062-225-0090,http://place.map.kakao.com/1553303810,베이커리 카페,동구
24839815,광주,동구,소맥베이커리,광주 동구 문화전당로26번길 10-2,126.92066432418093,35.14511501595872,카페,0507-1488-0139,http://place.map.kakao.com/24839815,베이커리 카페,동구
883576897,광주,동구,카페뮤지엄CM,광주 동구 문화전당로 29-1,126.919105990833,35.1451797850753,카페,062-233-2006,http://place.map.kakao.com/883576897,베이커리 카페,동구
894506174,광주,동구,헤이드,광주 동구 백서로 166,126.92333689822055,35.143442006146046,카페,062-412-5165,http://place.map.kakao.com/894506174,베이커리 카페,동구
1692969948,광주,동구,여기카페,광주 동구 장동로 15-1,126.92376222867377,35.14862239879176,카페,010-5685-1125,http://place.map.kakao.com/1692969948,케이크 카페,동구
1419581217,광주,동구,카페 마루,광주 동구 조선대길 185,126.93376193345792,35.14589535014445,카페,070-7500-1919,http://place.map.kakao.com/1419581217,케이크 카페,동구
852807254,광주,동구,투썸플레이스 광주동명동카페거리점,광주 동구 동명로 12,126.923067306666,35.1500596302957,카페,062-234-0023,http://place.map.kakao.com/852807254,케이크 카페,동구
619851623,광주,동구,카페호시정,광주 동구 동계천로 137-9,126.92484215313831,35.149747070592646,카페,,http://place.map.kakao.com/619851623,케이크 카페,동구
79287361,광주,동구,러블리카페,광주 동구 동명로 56,126.926508961548,35.1511848621295,카페,,http://place.map.kakao.com/79287361,케이크 카페,동구
1766950522,광주,동구,카페잇샌드 학동점,광주 동구 의재로 65,126.93500735070792,35.13223136803904,카페,062-456-0065,http://place.map.kakao.com/1766950522,케이크 카페,동구
