id,area,sido,sigungu,name,address,x,y,category,phone,url,keywords
62528423,나주,전라남도,나주시,비클래시,전남 나주시 노안면 학산리 544-1,126.75254583808493,35.06421344998641,카페,010-3021-9290,http://place.map.kakao.com/62528423,디저트 카페;디저트카페;베이커리 카페;카페
26793563,나주,전라남도,나주시,투썸플레이스 나주호수공원점,전남 나주시 중야2길 14,126.78482551904533,35.01631823610232,카페,061-332-1523,http://place.map.kakao.com/26793563,카페
1069219203,나주,전라남도,나주시,윤뜰,전남 나주시 재신길 24,126.7137943659523,35.02272633388876,카페,010-4070-8303,http://place.map.kakao.com/1069219203,카페
257509199,나주,전라남도,나주시,공간,전남 나주시 그린로 331,126.794400054979,35.0160103363118,카페,061-333-5391,http://place.map.kakao.com/257509199,카페
74579715,나주,전라남도,나주시,3917마중카페,전남 나주시 향교길 42-13,126.7106179149985,35.03327751207363,카페,061-331-3917,http://place.map.kakao.com/74579715,카페
761559619,나주,전라남도,나주시,카페다화랑,전남 나주시 문평면 산호평산길 100,126.60142821393643,35.03430021748525,카페,,http://place.map.kakao.com/761559619,카페
561143446,나주,전라남도,나주시,투썸플레이스 나주예가람타워점,전남 나주시 상야1길 7,126.78614175128406,35.022492300502776,카페,061-333-8484,http://place.map.kakao.com/561143446,카페
156580184,나주,전라남도,나주시,이수에카페,전남 나주시 그린로 317-15,126.79406360159,35.0156095535788,카페,,http://place.map.kakao.com/156580184,카페
1605452133,나주,전라남도,나주시,카페정원,전남 나주시 왕곡면 덕실길 27-4,126.67655702122018,34.968730330853504,카페,061-333-6516,http://place.map.kakao.com/1605452133,카페
1759234147,나주,전라남도,나주시,아띠당,전남 나주시 배멧1길 36,126.79140206840238,35.01958279306347,카페,,http://place.map.kakao.com/1759234147,디저트 카페;디저트카페;카페
543672361,나주,전라남도,나주시,러스틱,전남 나주시 도민길 23-20,126.798595697976,35.0225397472294,카페,,http://place.map.kakao.com/543672361,카페
1005540029,나주,전라남도,나주시,강물위에 쓴 시,전남 나주시 남평읍 강변1길 50,126.850805657002,35.0439345409305,카페,061-335-8558,http://place.map.kakao.com/1005540029,카페
31834155,나주,전라남도,나주시,카페마당,전남 나주시 남평읍 풍림죽림길 86,126.866189048754,35.0441219407748,카페,061-336-2326,http://place.map.kakao.com/31834155,카페
904358191,나주,전라남도,나주시,더벤티 나주혁신점,전남 나주시 우정로 75,126.7871767093898,35.02395615475486,카페,061-332-9007,http://place.map.kakao.com/904358191,카페
1889444809,나주,전라남도,나주시,그린테이블,전남 나주시 황동1길 4-111,126.775704308124,35.0142934507256,카페,061-930-9562,http://place.map.kakao.com/1889444809,카페
1574332115,나주,전라남도,나주시,리비에르,전남 나주시 남평읍 강변1길 76,126.848910128723,35.0459999511229,카페,061-337-7834,http://place.map.kakao.com/1574332115,디저트 카페;디저트카페;베이커리 카페;카페
266906570,나주,전라남도,나주시,카페일루이스,전남 나주시 송월2길 2,126.716610722072,35.015644515726,카페,,http://place.map.kakao.com/266906570,카페
27551740,나주,전라남도,나주시,카페파밀리에,전남 나주시 영산포로 121,126.706124187132,34.9933374960505,카페,061-336-6990,http://place.map.kakao.com/27551740,카페
1514472393,나주,전라남도,나주시,ggtpot,전남 나주시 남평읍 동촌로 236-42,126.87049693534996,35.05142595466654,카페,0502-5552-1152,http://place.map.kakao.com/1514472393,카페
304828261,나주,전라남도,나주시,브리즈,전남 나주시 선창길 11,126.711810844453,35.0009335362413,카페,061-337-2451,http://place.map.kakao.com/304828261,카페
148715920,나주,전라남도,나주시,커피혁신,전남 나주시 우정로 165,126.7971748661,35.0263988838506,카페,061-334-4998,http://place.map.kakao.com/148715920,카페
277783712,나주,전라남도,나주시,메가MGC커피 LG화학나주공장점,전남 나주시 나주로 47,126.71551836654754,35.02323876349625,카페,061-820-7119,http://place.map.kakao.com/277783712,카페
1205000806,나주,전라남도,나주시,이화림,전남 나주시 영나로 2316-9,126.725352361862,34.9833203940572,카페,,http://place.map.kakao.com/1205000806,카페
326761215,나주,전라남도,나주시,르몬 나주혁신점,전남 나주시 석전2길 12-5,126.77873354107773,35.02451973901319,카페,0502-5550-0282,http://place.map.kakao.com/326761215,카페
4939451,나주,전라남도,나주시,카페염원,전남 나주시 문화로 234,126.78529889390106,35.01965056976439,카페,,http://place.map.kakao.com/4939451,카페
468648082,나주,전라남도,나주시,카페744,전남 나주시 정렬사길 15,126.714686258952,35.0435465839119,카페,061-333-0744,http://place.map.kakao.com/468648082,카페
3578391,나주,전라남도,나주시,치오베이크,전남 나주시 그린로 335,126.794252643405,35.0162480505858,카페,0507-1364-7393,http://place.map.kakao.com/3578391,디저트 카페;디저트카페;카페
225363901,나주,전라남도,나주시,5블럭,전남 나주시 배멧3길 19-3,126.78631227675477,35.01928008895837,카페,061-332-9727,http://place.map.kakao.com/225363901,베이커리 카페;카페
1209129980,나주,전라남도,나주시,헤일로로스터스,전남 나주시 빛가람로 747,126.793799098726,35.0214644605428,카페,061-334-8444,http://place.map.kakao.com/1209129980,카페
2033587243,나주,전라남도,나주시,스타벅스 전남나주점,전남 나주시 상야1길 21,126.787988973006,35.0225613421259,카페,,http://place.map.kakao.com/2033587243,카페
889075570,나주,전라남도,나주시,컴포즈커피 나주송월부영점,전남 나주시 나주로 41-17,126.714979492715,35.0241199463304,카페,061-331-8111,http://place.map.kakao.com/889075570,카페
1274770954,나주,전라남도,나주시,비안,전남 나주시 봉황면 봉황로 831-5,126.790673093572,34.9629251287571,카페,,http://place.map.kakao.com/1274770954,카페
1100180383,나주,전라남도,나주시,데일리박스,전남 나주시 교육길 14,126.77820201188457,35.01846601583319,카페,010-3819-2161,http://place.map.kakao.com/1100180383,디저트 카페;디저트카페;베이커리 카페;카페
998410753,나주,전라남도,나주시,엔커피,전남 나주시 학생운동길 11,126.7210325774807,35.028586808334126,카페,010-4848-7275,http://place.map.kakao.com/998410753,카페
1351784587,나주,전라남도,나주시,솔레이유,전남 나주시 도민길 7,126.799096574982,35.0220394111144,카페,061-334-2294,http://place.map.kakao.com/1351784587,카페
2098450753,나주,전라남도,나주시,메가MGC커피 나주혁신도시점,전남 나주시 상야4길 21,126.791794959589,35.0219261500387,카페,061-930-0009,http://place.map.kakao.com/2098450753,카페
371680519,나주,전라남도,나주시,풍정,전남 나주시 다시면 무숙로 607,126.635668078486,35.0006712058577,카페,061-336-3939,http://place.map.kakao.com/371680519,카페
1275697010,나주,전라남도,나주시,스테이케이션,전남 나주시 석전2길 18,126.779041161389,35.0242192393927,카페,,http://place.map.kakao.com/1275697010,카페
564392711,나주,전라남도,나주시,카페이디엘,전남 나주시 사격장길 57,126.707910080287,35.019705323062,카페,,http://place.map.kakao.com/564392711,카페
