id,region,gu,name,address,x,y,category,phone,url,keywords,found_in_gus
421094811,광주,광산구,카페304 신창점,광주 광산구 장신로 280-14,126.842069369675,35.1911307776889,카페,062-951-0304,http://place.map.kakao.com/421094811,디저트 카페;디저트카페;베이커리 카페,광산구
27507002,광주,광산구,카페마카리조,광주 광산구 풍영로101번안길 11-8,126.809895966492,35.1808055062488,카페,062-263-1181,http://place.map.kakao.com/27507002,디저트 카페;디저트카페;케이크 카페,광산구
1463980512,광주,광산구,몰레,광주 광산구 수완로50번길 42-4,126.8306273852465,35.1889331386184,카페,010-4145-7836,http://place.map.kakao.com/1463980512,디저트 카페;디저트카페;케이크 카페,광산구
1985456206,광주,광산구,아싸롱,광주 광산구 첨단중앙로124번길 5,126.842773380625,35.2166669943408,카페,070-7543-3522,http://place.map.kakao.com/1985456206,디저트 카페;디저트카페,광산구
24285349,광주,광산구,설빙 광주수완점,광주 광산구 장신로148번길 17,126.826476448847,35.1897538039282,카페,062-956-4030,http://place.map.kakao.com/24285349,디저트 카페;디저트카페,광산구
1023967512,광주,광산구,카하와,광주 광산구 월곡로55번길 16,126.815876767094,35.1692485476281,카페,,http://place.map.kakao.com/1023967512,디저트 카페;디저트카페,광산구
1178328422,광주,광산구,휘게,광주 광산구 왕버들로289번길 53,126.842114265138,35.1974367044101,카페,062-956-0002,http://place.map.kakao.com/1178328422,디저트 카페;디저트카페;베이커리 카페,광산구
1142296178,광주,광산구,esc2,광주 광산구 풍영정길 241-2,126.857731282376,35.1885074182421,카페,,http://place.map.kakao.com/1142296178,디저트 카페;디저트카페;베이커리 카페,광산구
61680413,광주,광산구,광카롱,광주 광산구 광산로 11-1,126.79332045072633,35.137915190317905,카페,010-8024-7907,http://place.map.kakao.com/61680413,디저트 카페;디저트카페,광산구
549653127,광주,광산구,슈네케 하남점,광주 광산구 마항길 46,126.79756217178,35.1845667017419,카페,,http://place.map.kakao.com/549653127,디저트 카페;디저트카페,광산구
2031285111,광주,광산구,고요커피,광주 광산구 첨단중앙로116번길 31,126.8444057663052,35.21595433262465,카페,,http://place.map.kakao.com/2031285111,디저트 카페;디저트카페,광산구
313613172,광주,광산구,시에나카페&페스츄리,광주 광산구 단전둘레길 18,126.7961895867,35.1824516255018,카페,,http://place.map.kakao.com/313613172,디저트 카페;디저트카페;베이커리 카페,광산구
1312045913,광주,광산구,아람,광주 광산구 첨단강변로 77,126.851739125463,35.2136218265422,카페,,http://place.map.kakao.com/1312045913,디저트 카페;디저트카페;베이커리 카페,광산구
26644287,광주,광산구,설빙 광주호남대점,광주 광산구 어등대로 418,126.76920469073899,35.148756481410594,카페,062-941-9449,http://place.map.kakao.com/26644287,디저트 카페;디저트카페,광산구
669007313,광주,광산구,본빵협동조합,광주 광산구 용진로 376-3,126.72899124662445,35.18008275086742,카페,062-944-4252,http://place.map.kakao.com/669007313,디저트 카페;디저트카페;베이커리 카페,광산구
24212703,광주,광산구,설빙 광주첨단점,광주 광산구 첨단중앙로 104,126.843341867692,35.2146144555438,카페,062-973-5957,http://place.map.kakao.com/24212703,디저트 카페;디저트카페,광산구
1371729776,광주,광산구,아이잇케이크,광주 광산구 장신로50번길 9-8,126.816175429421,35.1901766645996,카페,010-8780-9609,http://place.map.kakao.com/1371729776,디저트 카페;디저트카페;케이크 카페,광산구
1765682506,광주,광산구,디저또,광주 광산구 신창로106번길 8-26,126.837804344814,35.1935578941325,카페,,http://place.map.kakao.com/1765682506,디저트 카페;디저트카페,광산구
1282755698,광주,광산구,오아르케이크,광주 광산구 평동로1100번길 71,126.78485594902466,35.13212543764233,카페,0507-1405-3115,http://place.map.kakao.com/1282755698,디저트 카페;디저트카페;케이크 카페,광산구
1695588329,광주,광산구,파티세리시즈널,광주 광산구 수완로52번길 46-13,126.83115305497218,35.189055555411485,카페,0502-5553-3448,http://place.map.kakao.com/1695588329,디저트 카페;디저트카페,광산구
24914575,광주,광산구,설빙 신창점,광주 광산구 신창로 64,126.83731673511602,35.190847771140405,카페,062-952-3555,http://place.map.kakao.com/24914575,디저트 카페;디저트카페,광산구
256671191,광주,광산구,설빙 광주광산하남점,광주 광산구 용아로379번길 49,126.801548787436,35.1763799847132,카페,062-961-5889,http://place.map.kakao.com/256671191,디저트 카페;디저트카페,광산구
1123275784,광주,광산구,사실빙 광주수완점,광주 광산구 장신로50번길 4,126.815423543509,35.1905613002876,카페,010-9943-6200,http://place.map.kakao.com/1123275784,디저트 카페;디저트카페,광산구
266372881,광주,광산구,요거트월드 광주첨단점,광주 광산구 월계로 169,126.844044397087,35.2136680431671,카페,,http://place.map.kakao.com/266372881,디저트 카페;디저트카페,광산구
1156492357,광주,광산구,그랩앤고 크레페 첨단원로그점,광주 광산구 임방울대로826번길 19-23,126.850046401321,35.2167465262796,카페,0503-7152-1971,http://place.map.kakao.com/1156492357,디저트 카페;디저트카페,광산구
1021501758,광주,광산구,꽈르르,광주 광산구 수완로50번길 59,126.831297406695,35.1882733812637,카페,010-7662-6923,http://place.map.kakao.com/1021501758,디저트 카페;디저트카페,광산구
1520049872,광주,광산구,갱소년,광주 광산구 송정로8번길 7-4,126.79210690857957,35.13660343704841,카페,062-942-1913,http://place.map.kakao.com/1520049872,디저트 카페;디저트카페,광산구
161787256,광주,광산구,스타롱,광주 광산구 풍영로101번안길 11,126.810131460067,35.1815116364456,카페,0502-5551-7431,http://place.map.kakao.com/161787256,디저트 카페;디저트카페,광산구
266686110,광주,광산구,요거트아이스크림의정석 광주신창점,광주 광산구 신창로 130,126.838786367576,35.1966950131085,카페,,http://place.map.kakao.com/266686110,디저트 카페;디저트카페,광산구
