id,area,sido,sigungu,name,address,x,y,category,phone,url,keywords
1502327134,화순,전라남도,화순군,커피다크빈스,전남 화순군 도곡면 지강로 175,126.912354987029,35.0139065897873,카페,061-372-4587,http://place.map.kakao.com/1502327134,카페
1071037209,화순,전라남도,화순군,카페달빛방앗간,전남 화순군 도곡면 천태로 1123,126.89692279878334,34.992406407757656,카페,061-371-6111,http://place.map.kakao.com/1071037209,카페
976523525,화순,전라남도,화순군,수만리커피,전남 화순군 화순읍 안양산로 616-2,127.01965181653658,35.09054275904115,카페,061-374-0933,http://place.map.kakao.com/976523525,카페
27417103,화순,전라남도,화순군,설화,전남 화순군 도곡면 지강로 438,126.90739800234,35.0337080200005,카페,,http://place.map.kakao.com/27417103,카페
555400492,화순,전라남도,화순군,투썸플레이스 화순중앙점,전남 화순군 화순읍 쌍충로 70,126.98225133481625,35.057952130543406,카페,061-375-0035,http://place.map.kakao.com/555400492,카페
223623831,화순,전라남도,화순군,포레스트96,전남 화순군 화순읍 신기중앙길 2,126.9886786814957,35.06376946969793,카페,061-375-2404,http://place.map.kakao.com/223623831,카페
8761468,화순,전라남도,화순군,고구려,전남 화순군 도곡면 덕리길 10-18,126.914382832262,35.0150942545017,카페,061-373-0082,http://place.map.kakao.com/8761468,카페
2003526584,화순,전라남도,화순군,오코25,전남 화순군 동면 응봉로 335,127.020451581116,35.0082505945173,카페,061-371-7999,http://place.map.kakao.com/2003526584,카페
1164268892,화순,전라남도,화순군,오펜스 파트2,전남 화순군 화순읍 학포로 2641-23,126.9608828001259,35.04457701529474,카페,061-375-5852,http://place.map.kakao.com/1164268892,카페
1943734880,화순,전라남도,화순군,투썸플레이스 화순동구리호수공원점,전남 화순군 화순읍 진각로 326,126.9857127503625,35.079132155052385,카페,061-375-2501,http://place.map.kakao.com/1943734880,카페
2015963232,화순,전라남도,화순군,메가MGC커피 화순광덕점,전남 화순군 화순읍 광덕로 187,126.992220985468,35.0615307352206,카페,061-372-5533,http://place.map.kakao.com/2015963232,카페
440107870,화순,전라남도,화순군,열두시오분,전남 화순군 이양면 학포로 660,126.989223555735,34.8964154117809,카페,,http://place.map.kakao.com/440107870,카페
621622169,화순,전라남도,화순군,버블민,전남 화순군 도곡면 지강로 347,126.906726947438,35.0263216098558,카페,061-375-6603,http://place.map.kakao.com/621622169,베이커리 카페;카페
996224786,화순,전라남도,화순군,카페아더맨,전남 화순군 화순읍 연양1길 28,126.96571199917983,35.04170308354063,카페,,http://place.map.kakao.com/996224786,카페
1747129033,화순,전라남도,화순군,잠정리605,전남 화순군 능주면 잠정햇살길 22,126.95997048443493,34.982480554399814,카페,010-3131-7692,http://place.map.kakao.com/1747129033,카페
1277679569,화순,전라남도,화순군,파인40,전남 화순군 화순읍 백천로 654,127.01798625885355,35.0866445910824,카페,,http://place.map.kakao.com/1277679569,카페
